alpha,cl,cd,cm,ld,re,ncrit,cl_corrected,cd_original,cd_corrected,ld_corrected,mach_corrected
13.150000,1.450500,0.016420,0.015900,88.337393,3600000.000000,6.000000,2.148643,0.016420,0.016420,130.855255,0.750000
13.300000,1.463900,0.016710,0.016700,87.606224,3600000.000000,6.000000,2.168493,0.016710,0.016710,129.772165,0.750000
13.450000,1.477000,0.017010,0.017400,86.831276,3600000.000000,6.000000,2.187898,0.017010,0.017010,128.624225,0.750000
13.600000,1.489800,0.017330,0.018200,85.966532,3600000.000000,6.000000,2.206859,0.017330,0.017330,127.343269,0.750000
13.750000,1.502300,0.017660,0.019000,85.067950,3600000.000000,6.000000,2.225375,0.017660,0.017660,126.012189,0.750000
13.900000,1.514400,0.018010,0.019900,84.086619,3600000.000000,6.000000,2.243299,0.018010,0.018010,124.558531,0.750000
14.050000,1.526000,0.018370,0.020800,83.070223,3600000.000000,6.000000,2.260482,0.018370,0.018370,123.052932,0.750000
14.200000,1.537000,0.018750,0.021800,81.973333,3600000.000000,6.000000,2.276777,0.018750,0.018750,121.428095,0.750000
14.350000,1.546400,0.019130,0.023100,80.836383,3600000.000000,6.000000,2.290701,0.019130,0.019130,119.743917,0.750000
14.500000,1.554800,0.019530,0.024500,79.610855,3600000.000000,6.000000,2.303144,0.019530,0.019530,117.928528,0.750000
14.650000,1.562700,0.019960,0.025900,78.291583,3600000.000000,6.000000,2.314847,0.019960,0.019960,115.974274,0.750000
14.800000,1.570400,0.020420,0.027300,76.904995,3600000.000000,6.000000,2.326253,0.020420,0.020420,113.920304,0.750000
14.950000,1.577700,0.020920,0.028700,75.415870,3600000.000000,6.000000,2.337066,0.020920,0.020920,111.714445,0.750000
15.100000,1.584700,0.021450,0.030000,73.878788,3600000.000000,6.000000,2.347435,0.021450,0.021450,109.437547,0.750000
15.250000,1.591300,0.022030,0.031200,72.233318,3600000.000000,6.000000,2.357212,0.022030,0.022030,107.000093,0.750000
15.400000,1.597400,0.022670,0.032400,70.463167,3600000.000000,6.000000,2.366248,0.022670,0.022670,104.377946,0.750000
